Timestamp,1. Gender,2. Age,3. Municipality in which you visit parks or squares after the pandemic : ,4. Has the COVID-19 pandemic modified your usage of open greenspaces? ,5. Do you generally feel safe when you visit parks or squares ?,6. Did the COVID-19 pandemic influence your safety perception in parks or squares?,7. Would you feel physically secure knowing that park or square usage is being monitored and accessible through your phone?,8. Would you be interested in technology that enables  you to track how many people are in specific open greenspace at any point in time?,9. What particular safety concerns bother you?
1/10/2024 21:28:45,Female,34,Mladenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,No,No,Unsafe playgrounds
1/10/2024 21:29:36,Male,44,"Čukarica, Novi Beograd, Stari grad, Zemun, Grocka, Lazarevac, Obrenovac, Mladenovac, Sopot, Surčin",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 21:32:16,Female,36,"Voždovac, Vračar, Novi Beograd, Savski venac, Stari grad, Zemun, Zvezdara, Surčin",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/10/2024 21:32:50,Female,42,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,No,Yes,Park visits at night
1/10/2024 21:33:01,Female,34,"Rakovica, Mladenovac",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 21:33:18,Male,40,Rakovica,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/10/2024 21:33:40,Female,42,Mladenovac,The usage remained unchanged,Yes,I feel safer in open spaces,No,No,Unsafe playgrounds
1/10/2024 21:35:22,Male,37,"Voždovac, Vračar, Novi Beograd, Rakovica, Zemun, Zvezdara, Obrenovac",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/10/2024 21:38:37,Male,34,Voždovac,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/10/2024 21:39:18,Male,47,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 21:39:30,Female,31,Mladenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/10/2024 21:44:46,Male,30,"Novi Beograd, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/10/2024 21:45:11,Female,42,Mladenovac,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/10/2024 21:46:20,Female,60,"Vračar, Novi Beograd, Stari grad",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 21:50:33,Male,34,Zemun,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/10/2024 21:54:49,Male,30,"Novi Beograd, Stari grad, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,No,No,Visits of overcrowded greenspaces
1/10/2024 21:55:03,Female,37,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Visits of overcrowded greenspaces
1/10/2024 21:57:06,Male,37,"Vračar, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 21:57:55,Male,24,"Stari grad, Zemun",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 21:59:14,Female,27,"Vračar, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 21:59:36,Male,28,"Voždovac, Vračar, Savski venac, Stari grad, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 22:00:46,Female,33,"Novi Beograd, Savski venac, Zemun, Obrenovac","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 22:02:36,Male,35,Zemun,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/10/2024 22:03:10,Male,41,"Voždovac, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/10/2024 22:07:18,Male,38,Čukarica,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 22:07:21,Male,30,"Vračar, Stari grad, Zvezdara","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/10/2024 22:08:42,Female,43,Voždovac,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/10/2024 22:09:24,Male,42,"Vračar, Novi Beograd, Savski venac, Stari grad, Zemun, Zvezdara, Surčin",My visits have become less frequently,Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/10/2024 22:09:48,Female,41,Čukarica,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 22:10:27,Female,27,"Palilula, Savski venac, Stari grad","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/10/2024 22:12:01,Male,40,"Novi Beograd, Zemun, Surčin",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/10/2024 22:12:12,Female,22,Stari grad,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 22:13:09,Male,38,Novi Beograd,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/10/2024 22:15:39,Male,21,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 22:16:57,Female,35,"Čukarica, Vračar, Novi Beograd, Savski venac, Stari grad, Zemun","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 22:17:04,Male,22,"Novi Beograd, Stari grad, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel safer in open spaces,Yes,Yes,Park visits at night
1/10/2024 22:17:33,Female,38,Mladenovac,My visits have become less frequently,Yes,I feel safer in open spaces,No,No,Unsafe playgrounds
1/10/2024 22:18:34,Male,29,Obrenovac,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/10/2024 22:23:22,Male,43,Grocka,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 22:26:51,Female,37,"Čukarica, Vračar","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/10/2024 22:31:02,Male,31,"Vračar, Novi Beograd, Palilula, Savski venac, Stari grad, Zemun, Zvezdara","No, not at all",Yes,I feel safer in open spaces,Yes,No,Unsafe playgrounds
1/10/2024 22:31:40,Male,39,Čukarica,"No, not at all",Yes,I feel less safe,Yes,Yes,Park visits in deprived areas
1/10/2024 22:35:24,Female,51,"Vračar, Palilula, Stari grad","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/10/2024 22:42:49,Male,47,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,No,No,Park visits at night
1/10/2024 22:48:34,Female,31,"Čukarica, Voždovac, Vračar, Novi Beograd, Rakovica, Savski venac, Stari grad, Zemun, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/10/2024 22:48:37,Male,39,"Novi Beograd, Stari grad, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 22:51:09,Female,45,"Vračar, Novi Beograd, Savski venac, Stari grad, Zemun, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 22:52:50,Female,34,Grocka,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/10/2024 22:55:28,Male,32,Čukarica,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/10/2024 22:56:55,Male,43,Voždovac,"No, not at all",Yes,I feel safer in open spaces,No,Yes,Park visits in deprived areas
1/10/2024 23:03:37,Male,39,Novi Beograd,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/10/2024 23:16:13,Female,29,"Voždovac, Vračar, Novi Beograd, Savski venac","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/10/2024 23:33:26,Male,31,Novi Beograd,My visits have become less frequently,Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/10/2024 23:54:59,Female,22,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/10/2024 23:57:45,Male,43,Novi Beograd,My visits have become less frequently,Yes,I feel safer in open spaces,Yes,No,Unsafe playgrounds
1/11/2024 0:11:52,Male,41,Zemun,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/11/2024 1:47:32,Female,22,Čukarica,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 2:00:35,Female,41,Vračar,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 2:42:56,Male,42,"Stari grad, Obrenovac","No, not at all",Yes,I feel safer in open spaces,No,No,Park visits at night
1/11/2024 4:28:36,Female,36,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/11/2024 6:31:48,Female,26,"Voždovac, Vračar, Novi Beograd, Savski venac, Stari grad, Zemun",My visits have become less frequently,Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/11/2024 7:10:02,Female,39,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/11/2024 7:10:03,Male,39,Savski venac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/11/2024 7:14:52,Male,28,Voždovac,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/11/2024 7:22:37,Female,35,Zvezdara,My visits have become less frequently,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 7:26:14,Male,39,Zvezdara,"No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/11/2024 7:38:20,Male,39,Zvezdara,My visits have become less frequently,No,I feel less safe,No,Yes,Park visits in deprived areas
1/11/2024 7:58:50,Male,46,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,No,Yes,Park visits at night
1/11/2024 8:05:48,Female,69,Stari grad,The usage remained unchanged,Yes,I feel less safe,No,No,Park visits at night
1/11/2024 8:55:31,Female,38,Zemun,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 9:00:35,Female,40,Stari grad,My visits have become less frequently,Yes,I feel less safe,Yes,Yes,Unsafe playgrounds
1/11/2024 9:08:05,Male,44,Voždovac,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 9:10:02,Male,44,Voždovac,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 9:26:29,Female,38,Novi Beograd,My visits have become less frequently,Yes,I feel safer in open spaces,No,No,Visits of overcrowded greenspaces
1/11/2024 9:49:08,Male,30,"Čukarica, Voždovac, Vračar, Novi Beograd, Stari grad, Zemun, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 9:52:36,Female,68,Stari grad,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/11/2024 9:52:49,Female,42,"Čukarica, Vračar, Palilula, Rakovica, Stari grad, Zemun","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 9:54:04,Male,33,Obrenovac,The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/11/2024 10:02:20,Male,38,Zvezdara,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/11/2024 10:02:56,Male,42,Čukarica,"No, not at all",Yes,I feel safer in open spaces,No,No,Park visits at night
1/11/2024 10:20:05,Male,59,Stari grad,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 10:42:15,Male,33,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 11:00:26,Female,41,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/11/2024 11:31:09,Male,38,"Novi Beograd, Palilula, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/11/2024 11:33:27,Male,39,Palilula,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/11/2024 12:27:24,Male,33,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/11/2024 12:41:28,Male,21,"Palilula, Stari grad",My visits have become less frequently,Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/11/2024 13:18:40,Female,59,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,No,Park visits at night
1/11/2024 13:19:56,Female,20,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/11/2024 13:25:38,Male,60,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/11/2024 13:32:38,Female,25,"Čukarica, Voždovac, Vračar, Novi Beograd, Savski venac, Zemun","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/11/2024 13:48:33,Female,24,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,No,Park visits at night
1/11/2024 14:12:28,Male,44,Stari grad,"No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/11/2024 14:13:24,Female,55,"Vračar, Palilula, Savski venac","Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel safer in open spaces,Yes,Yes,Park visits at night
1/11/2024 14:14:24,Female,31,"Čukarica, Rakovica","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/11/2024 14:15:18,Male,45,"Novi Beograd, Surčin","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/11/2024 14:51:35,Male,29,"Novi Beograd, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/11/2024 16:39:39,Male,36,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/11/2024 17:56:37,Female,33,Zemun,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/11/2024 18:31:19,Female,33,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Unsafe playgrounds
1/11/2024 20:55:12,Male,58,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 21:48:39,Male,60,Obrenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/11/2024 21:49:13,Female,53,Obrenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/11/2024 21:59:06,Female,38,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 22:09:02,Female,43,"Stari grad, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/11/2024 22:12:05,Male,44,"Čukarica, Rakovica","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/11/2024 22:14:35,Male,55,"Vračar, Palilula, Savski venac, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/11/2024 22:59:07,Female,33,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/11/2024 23:04:22,Female,39,Novi Beograd,"No, not at all",No,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/11/2024 23:34:22,Male,23,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/11/2024 23:37:20,Male,64,Sopot,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/11/2024 23:57:36,Female,60,"Voždovac, Novi Beograd, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/12/2024 9:01:03,Male,46,"Novi Beograd, Zemun","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/12/2024 9:09:27,Male,44,"Voždovac, Savski venac, Stari grad, Zvezdara, Barajevo",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/12/2024 9:26:30,Male,45,Stari grad,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/12/2024 9:33:16,Male,47,Rakovica,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/12/2024 9:44:07,Male,46,Novi Beograd,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/12/2024 10:12:15,Female,28,"Voždovac, Vračar, Palilula",The usage remained unchanged,Yes,I feel safer in open spaces,No,No,Park visits in deprived areas
1/12/2024 10:35:37,Male,45,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/12/2024 15:26:23,Female,55,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/12/2024 16:21:51,Female,58,Palilula,My visits have become less frequently,Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/12/2024 17:34:17,Male,45,"Čukarica, Novi Beograd, Zemun","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/12/2024 17:50:00,Male,46,"Čukarica, Voždovac, Vračar, Novi Beograd, Rakovica",The usage remained unchanged,Yes,I feel safer in open spaces,No,Yes,Park visits at night
1/12/2024 18:08:11,Female,43,"Voždovac, Novi Beograd, Rakovica, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/12/2024 19:57:32,Female,40,Grocka,"No, not at all",Yes,I feel safer in open spaces,No,Yes,Park visits at night
1/12/2024 23:05:05,Male,42,"Novi Beograd, Stari grad","No, not at all",Yes,I feel safer in open spaces,No,No,Park visits at night
1/12/2024 23:10:11,Male,43,Vračar,"No, not at all",Yes,I feel less safe,Yes,Yes,Visits of overcrowded greenspaces
1/12/2024 23:13:26,Male,43,"Čukarica, Voždovac, Vračar, Novi Beograd, Palilula, Savski venac, Stari grad, Zemun","No, not at all",Yes,I feel safer in open spaces,No,No,Park visits in deprived areas
1/12/2024 23:16:13,Female,41,Voždovac,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/12/2024 23:46:27,Male,(42,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/13/2024 0:01:56,Female,46,"Novi Beograd, Palilula, Zemun",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 0:02:50,Male,21,"Novi Beograd, Surčin","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/13/2024 9:17:23,Male,22,Lazarevac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/13/2024 9:18:38,Female,21,"Palilula, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/13/2024 9:19:34,Male,28,"Novi Beograd, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/13/2024 9:20:38,Female,35,"Palilula, Savski venac, Stari grad",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/13/2024 9:24:59,Female,60,"Palilula, Sopot","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 9:26:22,Female,35,Zvezdara,"No, not at all",No,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 9:27:18,Female,32,"Čukarica, Rakovica",The usage remained unchanged,No,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/13/2024 9:27:27,Female,44,Stari grad,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/13/2024 9:29:26,Male,43,Voždovac,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/13/2024 9:34:01,Male,31,"Vračar, Palilula","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/13/2024 9:36:09,Male,44,"Zvezdara, Grocka","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/13/2024 9:37:03,Male,22,"Novi Beograd, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/13/2024 9:38:25,Male,21,"Voždovac, Stari grad",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/13/2024 9:39:36,Female,21,"Novi Beograd, Zemun",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 9:41:49,Female,25,"Palilula, Zvezdara",My visits have become less frequently,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 9:43:10,Male,24,Obrenovac,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 9:44:28,Male,23,"Vračar, Palilula, Stari grad",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 9:45:31,Female,22,"Čukarica, Stari grad",The usage remained unchanged,No,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 9:50:46,Female,21,"Novi Beograd, Stari grad","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/13/2024 11:09:02,Male,34,Mladenovac,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/13/2024 12:11:17,Female,35,"Voždovac, Vračar, Savski venac","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/13/2024 12:22:04,Male,24,"Novi Beograd, Surčin",My visits have become less frequently,Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 12:27:41,Female,21,"Voždovac, Vračar, Savski venac",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/13/2024 15:22:07,Female,56,Stari grad,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel less safe,Yes,Yes,Park visits at night
1/13/2024 15:22:26,Male,57,Zemun,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 15:22:52,Male,56,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 15:23:14,Female,45,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/13/2024 15:24:00,Female,44,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel less safe,Yes,Yes,Park visits at night
1/13/2024 15:24:19,Female,45,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Park visits in deprived areas
1/13/2024 15:25:37,Female,35,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Unsafe playgrounds
1/13/2024 19:17:20,Male,49,Zemun,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 21:04:25,Female,59,Zemun,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/13/2024 21:45:08,Male,43,"Čukarica, Voždovac, Novi Beograd, Savski venac, Stari grad, Surčin","No, not at all",Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/14/2024 14:52:09,Male,34,"Voždovac, Barajevo","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Park visits in deprived areas
1/15/2024 12:01:50,Female,56,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/15/2024 21:47:51,Female,26,"Novi Beograd, Zemun",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,No,Park visits in deprived areas
1/15/2024 21:53:25,Male,29,Savski venac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,My perception of safety remained unchanged,No,No,Park visits at night
1/15/2024 21:57:24,Male,29,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/15/2024 21:59:15,Female,29,"Novi Beograd, Savski venac, Stari grad, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/15/2024 22:00:45,Female,21,"Vračar, Novi Beograd, Savski venac, Zemun","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/15/2024 22:03:10,Female,23,"Voždovac, Vračar, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/15/2024 22:03:20,Female,29,Voždovac,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/15/2024 22:10:34,Female,28,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/15/2024 22:41:15,Female,29,"Vračar, Savski venac, Stari grad, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/15/2024 22:46:18,Female,29,"Palilula, Stari grad, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/15/2024 22:49:22,Female,29,"Vračar, Palilula, Savski venac, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
